FID,Cause_of_Death,Latitude,Longitude,PointType,Slope,Elevation,Aspect,Rough,RelCont9am,RelCont2pm,RelCont6pm,DirecDurat,DiffuseRad,DirectRad,TotalSolar,MSAVI2,TotAveArid
1160,Blunt Force Injury,31.71799,-111.77963,BodyLocation,1.556020021,770.1870117,212.7960052,0.735840023,0,0.119063073,0.155779683,0.200000003,25.24220085,127.9349976,153.177002,-0.034380567,0.169855997
1162,Skeletal Remains,31.718416,-111.609066,BodyLocation,10.79730034,1403.609985,59.3791008,8.530030251,0.208342384,0,0,14.10849953,2063.709961,3073.090088,5136.799805,-0.137575195,0.28609401
1164,Undetermined,31.71875,-112.2128,BodyLocation,8.744689941,709.5120239,344.0499878,5.865109921,0,0.00100944,0.1891679,9.360099792,1487.099976,2322.649902,3809.76001,-0.113308345,0.130908996
1166,Exposure,31.71918,-111.05542,BodyLocation,0.313391,932.9949951,64.18260193,0.125854,0.20772591,0,0,14.10849953,2099.399902,6107.459961,8206.860352,0.813793624,0.188516006
1168,,31.71960573,-110.1150028,RandomLocation,3.457560062,1322.430054,7.258780003,2.480590105,0,0,0.183067401,14.10849953,2071.590088,2521.290039,4592.890137,-0.136900722,0.185251996
1170,,31.72023903,-112.1294952,RandomLocation,0.744490981,644.5109863,348.7669983,0.286437988,0,0,0.176720545,14.10849953,2032.369995,2402.939941,4435.310059,-0.069150485,0.134212002
1172,,31.720403,-111.851849,BodyLocation,0.424874008,711.8250122,237.8829956,0.232970998,0,0.095374743,0.165279229,14.10849953,2093.080078,4885.310059,6978.390137,-0.042036735,0.157995999
1174,Exposure,31.720811,-111.939369,BodyLocation,2.150670052,704.0739746,96.31539917,0.858458996,0.206537398,0,0,14.10849953,1962.910034,6124.879883,8087.790039,-0.058299129,0.150184005
1176,Skeletal Remains,31.721266,-112.083983,BodyLocation,0.34117201,659.1950073,256.6220093,0.161193997,0,0.136916625,0.147261933,14.10849953,1990.089966,6152.100098,8142.180176,0.280131309,0.136634007
1178,Skeletal Remains,31.721566,-111.943483,BodyLocation,6.183990002,720.4959717,183.1690063,2.279910088,0,0.207245345,0,14.10849953,1993.119995,984.7160034,2977.830078,-0.09006573,0.150184005
1180,Exposure,31.721667,-111.853333,BodyLocation,0.377927005,711.6199951,219.7590027,0.189270005,0,0.126147388,0.152396014,14.10849953,1989.26001,3712.379883,5701.640137,-0.041292905,0.157995999
1182,Exposure,31.722033,-111.8333,BodyLocation,0.509379983,721.052002,220.4349976,0.249816999,0,0.124150666,0.153364738,14.10849953,2026.219971,3438.149902,5464.370117,-0.006230409,0.157995999
1184,Exposure,31.7226,-110.7221,BodyLocation,2.966310024,1536.97998,145.6239929,1.451539993,0.196965921,0,0,14.10849953,2098.300049,2594.889893,4693.189941,-0.079976741,0.354921997
1186,Skeletal Remains,31.722883,-111.805533,BodyLocation,0.386875987,751.8060303,249.7120056,0.170715004,0,0.086814211,0.168068794,14.10849953,2103.909912,5008.77002,7112.669922,0.041302967,0.164063007
1188,Exposure,31.723467,-111.043457,BodyLocation,0.693937004,924.2969971,173.3269958,0.308411002,0.096301946,0.087623901,0,14.10849953,2111.560059,1559.880005,3671.439941,-0.053146762,0.188516006
1190,Undetermined,31.72368,-111.878,BodyLocation,0.350932986,694.5310059,253.8359985,0.174621999,0,0.082483593,0.16948391,14.10849953,2114.899902,5188.149902,7303.049805,0.013841493,0.151268005
1192,Skeletal Remains,31.723833,-111.7912,BodyLocation,0.690692008,762.2139893,270.7019958,0.252196997,0,0.066114918,0.174869648,14.10849953,2022.459961,6038.629883,8061.100098,0.111455215,0.164063007
1194,Exposure,31.724,-111.98375,BodyLocation,13.35229969,781.3220215,224.822998,6.731870174,0,0.115020068,0.157674397,14.10849953,2057.850098,4573.970215,6631.830078,-0.029670978,0.155309007
1196,,31.72422022,-110.5221551,RandomLocation,1.434260011,1495.97998,315.1629944,0.71777302,0,0.035489376,0.183769416,14.10849953,2049.360107,4317.410156,6366.779785,-0.054042778,0.247943997
1198,Skeletal Remains,31.72451,-111.96446,BodyLocation,5.341090202,736.7559814,66.37139893,3.284179926,0.208260451,0,0,14.10849953,1973.869995,2341.469971,4315.339844,-0.035236821,0.155309007
1200,,31.72601325,-112.2378718,RandomLocation,2.833120108,571.6989746,36.4394989,1.169309974,0.100537122,0,0.050707845,14.10849953,2070.560059,4135.790039,6206.350098,0.164720712,0.130908996
1202,,31.72636848,-110.1279737,RandomLocation,10.88189983,1286.410034,320.3880005,5.32750988,0,0.029651463,0.184692866,14.10849953,1988.959961,4696.430176,6685.390137,0.174101312,0.178765997
1204,Exposure,31.727245,-111.069194,BodyLocation,2.654580116,948.2310181,315.0899963,1.213199973,0,0.034209472,0.183975013,14.10849953,2064.73999,5420.830078,7485.569824,-0.046815412,0.188516006
1206,,31.72792096,-110.2995555,RandomLocation,0.337731987,1288.089966,49.18740082,0.164794996,0.208716402,0,0,14.10849953,2059.969971,5382.870117,7442.839844,-0.08654766,0.204108
1208,Exposure,31.729484,-111.994953,BodyLocation,2.496690035,697.2360229,325.651001,1.216549993,0,0.024219453,0.185535146,14.10849953,2054.590088,4271.959961,6326.549805,0.016065294,0.155309007
1210,Skeletal Remains,31.73,-111.974333,BodyLocation,12.8448,805.7910156,94.46140289,4.984920025,0.206858624,0,0,14.10849953,2012.290039,6153.569824,8165.859863,0.041500923,0.155309007
1212,Exposure,31.7305,-111.912,BodyLocation,0.279406995,680.4290161,184.1730042,0.114380002,0,0.203693541,0,14.10849953,2005.079956,1043.959961,3049.050049,-0.02133212,0.151268005
1214,Exposure,31.731416,-112.2536,BodyLocation,0.942184985,555.5250244,207.923996,0.458191007,0,0.166312472,0.118571995,11.38770008,1517.109985,4163.359863,5680.470215,0.327536357,0.125630006
1216,Skeletal Remains,31.73185,-112.121783,BodyLocation,1.1875,637.7369995,278.7130127,0.500060976,0,0.061605105,0.17635586,14.10849953,2106.679932,5727.319824,7834.009766,0.016807514,0.134212002
1218,Exposure,31.73243,-112.04222,BodyLocation,0.570261002,660.7529907,359.5979919,0.205871999,0.018030097,0,0.139416362,14.10849953,1962.949951,2335.97998,4298.930176,-0.091717394,0.137504995
1220,Exposure,31.73283,-111.8351,BodyLocation,0.695271015,730.6790161,243.3959961,0.285827994,0,0.088687343,0.167488006,14.10849953,2050.72998,4510.689941,6561.419922,-0.041537907,0.157995999
1222,Blunt Force Injury,31.73334,-111.583336,BodyLocation,19.68810081,1462.27002,38.93199921,10.92580032,0.20842809,0,0,14.10849953,2102.399902,2747.699951,4850.100098,-0.035236821,0.28609401
1224,Undetermined,31.7336,-110.7749,BodyLocation,16.8132,1760.599976,43.54990005,8.990229607,0.207632538,0,0,13.4460001,1971.810059,4432.220215,6404.029785,-0.095907018,0.285474002
1226,Exposure,31.733916,-111.074016,BodyLocation,1.05400002,954.815979,56.7806015,0.864440978,0.208198006,0,0,14.10849953,2091.709961,6116.439941,8208.150391,-0.110684253,0.188516006
1228,,31.73450128,-110.6139333,RandomLocation,3.087779999,1416.150024,311.5480042,1.488649964,0,0.038790937,0.183260444,14.10849953,1966.780029,4908.339844,6875.120117,-0.035582683,0.244849995
1230,Exposure,31.73475,-111.99244,BodyLocation,15.52939987,746.9379883,196.6080017,7.263179779,0,0.209045873,0.015140098,12.77519989,1513.25,3112.919922,4626.169922,-0.139652826,0.155309007
1232,,31.73503359,-110.5340563,RandomLocation,7.974450111,1491.890015,302.4089966,4.063230038,0,0.042892676,0.182479694,14.10849953,2085.070068,2598.699951,4683.77002,-0.02468885,0.247943997
1234,Undetermined,31.735216,-112.223316,BodyLocation,1.882719994,578.1409912,214.1069946,0.851257026,0,0.147326406,0.142877261,11.38770008,1529.170044,4172.009766,5701.180176,-0.306887352,0.130908996
1236,Exposure,31.735367,-111.835983,BodyLocation,0.288410991,730.1450195,239.3200073,0.174743995,0,0.096884287,0.164754755,14.10849953,2096.709961,4918.799805,7015.509766,0.137767147,0.157995999
1238,Skeletal Remains,31.735683,-111.980383,BodyLocation,15.09669971,780.3649902,60.49300003,7.244319916,0.208155831,0,0,14.10849953,1991.119995,5028.859863,7019.97998,0.088564989,0.155309007
1240,,31.73604454,-109.6825192,RandomLocation,0.221080005,1283.130005,269.8460083,0.081787102,0,0.067014988,0.174509026,14.10849953,1975.780029,6142.620117,8118.399902,0.006230651,0.174624994
1242,Skeletal Remains,31.7362,-111.933433,BodyLocation,0.528154016,679.6699829,10.78149986,0.21875,0.180301878,0,0,14.10849953,2115.02002,2926.169922,5041.189941,0.029501092,0.150184005
1244,,31.736448,-111.419188,BodyLocation,0.352156997,965.7230225,30.21610069,0.173767,0.204493383,0,0,14.10849953,2017.390015,5145.890137,7163.290039,0.100460637,0.205189005
1246,,31.73670521,-111.5643525,RandomLocation,12.83199978,1252.689941,121.9720001,6.119999886,0.202903432,0,0,14.10849953,1956.420044,3888.699951,5845.120117,-0.115171751,0.245591
1248,,31.73733296,-111.9784376,RandomLocation,14.3519001,729.151001,103.5029984,6.078670025,0.206252569,0,0,14.10849953,2116.540039,5959.040039,8075.580078,-0.140281828,0.155309007
1250,Skeletal Remains,31.73753,-111.92515,BodyLocation,0.843014002,675.6220093,34.00189972,0.384644002,0.2053865,0,0,14.10849953,2118.199951,3191.120117,5309.330078,0.147280049,0.150184005
1252,Exposure,31.73765,-110.66359,BodyLocation,4.275859833,1435.52002,251.2200012,1.68848002,0,0.077890441,0.171050537,14.10849953,2117.590088,5429.549805,7547.149902,0.096689029,0.304664999
1254,Exposure,31.73782,-112.08707,BodyLocation,0.56280899,646.1790161,359.7879944,0.207396999,0.018756435,0,0.138776286,14.10849953,2039.530029,2418.159912,4457.689941,-0.110054703,0.136634007
1256,Undetermined,31.737999,-111.064999,BodyLocation,0.774387002,948.7039795,155.1909943,0.42089799,0.181363496,0,0,14.10849953,2106.610107,1477.060059,3583.669922,-0.014336181,0.188516006
1258,Gunshot Wound,31.738866,-110.932033,BodyLocation,2.573029995,1117.47998,240.7059937,1.969480038,0,0.097591069,0.164611461,14.10849953,2117.51001,5947.640137,8065.149902,0.043676453,0.266276985
1260,Exposure,31.73918,-111.04092,BodyLocation,2.628829956,917.4899902,116.4430008,1.881039977,0.205092013,0,0,14.10849953,2025.670044,6022.899902,8048.569824,0.012461543,0.188516006
1262,Exposure,31.739673,-111.768186,BodyLocation,0.712049007,792.0700073,251.401001,0.274719,0,0.079547285,0.170479489,12.86699963,1911.23999,4486.180176,6397.419922,-0.079713109,0.169855997
1264,Skeletal Remains,31.74,-112.17061,BodyLocation,0.407929003,612.697998,330.7330017,0.186217993,0,0.031823409,0.184305809,14.10849953,2102.419922,3746.27002,5848.689941,-0.124539311,0.132884994
1266,Blunt Force Injury,31.740166,-111.051352,BodyLocation,1.282559991,932.6749878,75.52469635,1.596560001,0.207742484,0,0,14.10849953,2024.099976,4493.660156,6517.759766,-0.34856351,0.188516006
1268,Exposure,31.7404,-111.1213,BodyLocation,1.663439989,1010.460022,158.9920044,0.713622987,0.123089812,0.064738437,0,14.10849953,2059.629883,3124.77002,5184.399902,-0.122928442,0.198605001
1270,Exposure,31.740777,-112.089916,BodyLocation,0.418226004,643.2639771,339.7219849,0.197327003,0,0.016876113,0.18663975,14.10849953,2119.290039,3167.889893,5287.180176,-0.012538692,0.136634007
1272,,31.74193127,-109.6657799,RandomLocation,0.345973998,1294.650024,314.8800049,0.187621996,0,0.036005602,0.183649984,14.10849953,2099.620117,5647,7746.609863,0.108663923,0.174624994
1274,,31.74263366,-109.6402295,RandomLocation,0.542509019,1313.130005,222.3439941,0.222778007,0,0.121192018,0.154721942,13.76130009,1785.23999,4041.969971,5827.209961,0.071231673,0.175706998
1276,,31.74354908,-111.0925681,RandomLocation,3.455159903,983.2620239,296.3500061,1.363770008,0,0.053567579,0.178990919,14.10849953,2067.449951,1155.75,3223.199951,0.042409182,0.194711
1278,Exposure,31.7447,-111.864,BodyLocation,0.498584002,709.2559814,267.526001,0.188232005,0,0.068915372,0.173942298,14.10849953,1961.920044,6128.589844,8090.509766,-0.048625032,0.157995999
1280,,31.74481473,-111.326237,RandomLocation,1.006880045,1025.170044,218.7519989,0.496459991,0,0.128136124,0.151613609,14.10849953,2027.569946,4342.950195,6370.52002,-0.047799662,0.217387006
1282,Skeletal Remains,31.745261,-111.855706,BodyLocation,0.491367012,716.2550049,268.8739929,0.182739004,0,0.067546446,0.174389632,14.10849953,1964.199951,6119,8083.200195,-0.048922344,0.157995999
1284,Skeletal Remains,31.745683,-111.987566,BodyLocation,15.76910019,715.7080078,18.47769928,7.509699821,0.154182341,0,0,14.10849953,2110.040039,3528.48999,5638.529785,-0.143344432,0.155309007
1286,Exposure,31.745866,-111.986683,BodyLocation,4.688290119,708.1749878,119.5139999,2.256409883,0.205416149,0,0,14.10849953,2117.159912,5357.669922,7474.830078,0.049131277,0.155309007
1288,Other Injury / Homicide,31.74625,-112.0981,BodyLocation,0.383121997,635.1259766,305.4299927,0.199219003,0,0.046834605,0.181139169,14.10849953,2102.310059,5673.839844,7776.149902,-0.059336733,0.136634007
1290,Blunt Force Injury,31.74679,-111.3742,BodyLocation,0.520640016,980.4260254,343.1669922,0.233215004,0,0,0.182810383,14.10849953,2051.810059,2444.810059,4496.620117,0.243700476,0.199872002
1292,,31.74710395,-110.2704049,RandomLocation,0.244132996,1268.22998,33.69010162,0.110473998,0.205632785,0,0,14.10849953,2027.890015,4519.089844,6546.97998,-0.148734317,0.196445003
1294,,31.74744591,-111.4949932,RandomLocation,1.070330024,1086.77002,129.3439941,0.536499023,0.204032643,0,0,14.10849953,2105.370117,2458.159912,4563.529785,-0.094826119,0.211849004
1296,Exposure,31.748033,-111.955733,BodyLocation,0.507555008,680.4030151,279.8770142,0.219666004,0,0.060943156,0.176548833,14.10849953,2075.399902,6140.810059,8216.209961,0.105604552,0.155309007
1298,Exposure,31.748102,-111.184996,BodyLocation,4.433819771,1065.339966,147.2850037,2.154789925,0.195768561,0,0,14.10849953,2096.939941,2618.939941,4715.879883,-0.01311419,0.206522003
1300,,31.74839395,-112.256369,RandomLocation,0.349754989,551.1970215,212.7279968,0.166503996,0,0.148681684,0.142031884,3.888890028,1157.170044,1784.920044,2942.080078,-0.091775663,0.125630006
1302,Skeletal Remains,31.74875,-111.598118,BodyLocation,33.20600128,1719.030029,165.2339935,16.1779995,0.158660126,0.027347442,0,1.75,1335.189941,406.5690002,1741.76001,0.327719497,0.365372002
1304,Skeletal Remains,31.748933,-110.17615,BodyLocation,3.420130014,1188.699951,280.4890137,1.906370044,0,0.060404611,0.176758899,14.10849953,2103.26001,6070.120117,8173.390137,-0.066052964,0.170849994
1306,Exposure,31.74916,-112.15516,BodyLocation,0.486027002,612.7260132,327.3699951,0.245605007,0,0.022691897,0.185738314,14.10849953,2081.439941,4034.600098,6116.040039,0.126298842,0.134212002
1308,Skeletal Remains,31.749483,-111.615983,BodyLocation,25.56819916,1359.26001,192.701004,11.68550014,0,0.221693544,0,14.10849953,2099.709961,2568.360107,4668.069824,0.109755469,0.28609401
1310,Exposure,31.75,-111.836667,BodyLocation,0.264086008,732.7000122,242.0319977,0.130737007,0,0.065458983,0.175056996,14.10849953,2039.969971,6007.609863,8047.580078,0,0.157995999
1312,,31.75091376,-109.7367516,RandomLocation,0.634077013,1294.099976,107.8899994,0.291992009,0.205998659,0,0,13.73349953,1946.76001,6009.549805,7956.310059,-0.081888376,0.180388004
1314,Gunshot Wound,31.75125,-110.88433,BodyLocation,11.04430008,1285.670044,260.8500061,4.933589935,0,0.071955558,0.17299206,14.10849953,1866.089966,5966.939941,7833.029785,0.558277103,0.346451014
1316,Exposure,31.751483,-111.60035,BodyLocation,30.03179932,1787.780029,213.8600006,15.79419994,0,0.115332186,0.157534115,8.45304966,1942.300049,1398.030029,3340.330078,-0.080945133,0.290556014
1318,Undetermined,31.75167,-110.82108,BodyLocation,18.67849922,1595.800049,118.4020004,9.463500023,0.206064279,0,0,14.10849953,2116.550049,5464.52002,7581.080078,-0.280342217,0.272796988
1320,,31.75180778,-111.4715264,RandomLocation,0.884742022,1039.619995,94.75360107,0.416869998,0.206552411,0,0,14.10849953,2062.939941,5926.330078,7989.27002,0.388064339,0.211849004
1322,Skeletal Remains,31.752167,-112.200333,BodyLocation,0.283802003,593.4719849,332.8590088,0.102356002,0,0.002371511,0.188855626,14.10849953,2119.419922,3325.129883,5444.549805,-0.05537518,0.132884994
1324,,31.75236818,-109.7407257,RandomLocation,0.765577972,1299.77002,78.50279999,0.303101003,0.207248034,0,0,14.10849953,1971.939941,6108.370117,8080.310059,-0.076229294,0.180388004
1326,Exposure,31.753383,-111.8293,BodyLocation,0.499379992,739.5780029,283.67099,0.216064006,0,0.058002913,0.177507067,14.10849953,2063.52002,5933.180176,7996.700195,-0.045009563,0.157995999
1328,,31.75394282,-111.6561158,RandomLocation,2.46104002,991.6019897,259.7550049,0.984984994,0,0.072716763,0.172736487,8.22562027,1091.930054,720.6690063,1812.599976,-0.038017318,0.216758996
1330,,31.75428292,-110.2027601,RandomLocation,1.111799955,1155.849976,270.9639893,0.525146008,0,0.064690239,0.175346959,14.10849953,1994.01001,6145.970215,8139.97998,-0.026753459,0.179888994
1332,Exposure,31.754533,-111.704583,BodyLocation,0.968021989,888.1699829,282.0090027,0.435669005,0,0.060040087,0.176863275,12.70779991,1740.140015,5619.97998,7360.109863,0.039531869,0.180405006
1334,Exposure,31.7549,-111.3573,BodyLocation,0.508773983,994.0449829,291.6839905,0.229797006,0,0.053784706,0.178884631,14.10849953,2050.050049,6083.799805,8133.859863,0.082981041,0.193990007
1336,,31.7552007,-110.3774062,RandomLocation,1.873430014,1408.02002,87.23190308,0.779052973,0.206982675,0,0,13.85849953,1901.449951,6049.870117,7951.319824,-0.088997269,0.279327005
1338,Exposure,31.75536,-111.33955,BodyLocation,0.629233003,1003.719971,266.17099,0.255371004,0,0.070970791,0.173279386,14.10849953,2087.070068,5830.450195,7917.509766,0.137666413,0.193990007
1340,Skeletal Remains,31.755466,-112.192966,BodyLocation,0.417070001,593.4970093,336.6919861,0.206176996,0,0.009946955,0.187713996,14.10849953,2115.100098,3452.399902,5567.5,0.37273923,0.127748996
1342,Skeletal Remains,31.75652,-112.20883,BodyLocation,1.201220036,592.4039917,132.5870056,0.617554009,0.203617675,0,0,14.10849953,2023.160034,3453.159912,5476.319824,-0.117165832,0.125771001
1344,Skeletal Remains,31.75668,-112.06646,BodyLocation,0.31794101,635.5,334.230011,0.206970006,0,0.024312889,0.185467358,14.10849953,2120.530029,3236.620117,5357.149902,0.022793503,0.134985
1346,Undetermined,31.75687,-111.477539,BodyLocation,0.786969006,1049.800049,8.928839684,0.488159001,0.154351302,0,0,14.10849953,1958.089966,4870.060059,6828.149902,-3.393796958,0.207148001
1348,Undetermined,31.75722,-111.42424,BodyLocation,0.369334012,969.9219971,91.70249939,0.178772002,0.206761354,0,0,14.10849953,2057.419922,6158.319824,8215.740234,0.532942856,0.198530003
1350,,31.75737898,-111.9961256,RandomLocation,34.38399887,894.6409912,316.3710022,18.38949966,0,0.034129007,0.183994388,8.743590355,578.4000244,120.435997,698.8359985,-0.108260937,0.138970003
1352,Skeletal Remains,31.75811,-111.68045,BodyLocation,0.907217026,932.5529785,268.7460022,0.357178003,0,0.06788969,0.174297777,3.969929934,955.9949951,2546.659912,3502.649902,0.520247922,0.190279007
1354,,31.75825827,-110.9462728,RandomLocation,3.263890028,1064.939941,218.0240021,1.63135004,0,0.129783607,0.150914514,14.10849953,2107.709961,2385.48999,4493.200195,-0.090501274,0.215944007
1356,Skeletal Remains,31.75902,-111.63283,BodyLocation,2.943279982,1089.290039,247.5980072,1.437739968,0,0.084411008,0.168918428,11.30869961,1437.680054,3605.689941,5043.370117,0.06062197,0.211502001
1358,Skeletal Remains,31.759433,-111.75425,BodyLocation,0.494498014,814.492981,303.5220032,0.26275599,0,0.046708125,0.181193261,14.10849953,2115.22998,5581.049805,7696.279785,-0.089189759,0.171524003
1360,Undetermined,31.760028,-112.418722,BodyLocation,1.043580055,512.0059814,281.9089966,0.831146002,0,0.054415907,0.178700986,13.85849953,1960.76001,4866.709961,6827.470215,-0.028983072,0.122019
1362,Exposure,31.760183,-112.067633,BodyLocation,0.209240004,632.6929932,31.67079926,0.143616006,0.206178109,0,0,14.10849953,2004.579956,2359.040039,4363.620117,-0.034779103,0.134985
1364,,31.76060379,-110.6713475,RandomLocation,0.889569998,1472.670044,62.3716011,0.575317025,0.208214163,0,0,14.10849953,2105.879883,5716.189941,7822.060059,-0.013377328,0.315104991
1366,Skeletal Remains,31.76082,-112.05163,BodyLocation,0.229822993,635.0930176,40.87269974,0.156188995,0.207574288,0,0,14.10849953,2027.98999,5201.609863,7229.589844,-0.052166025,0.134985
1368,Exposure,31.76113,-111.68765,BodyLocation,1.933410048,916.3300171,266.1579895,0.756470025,0,0.069052605,0.173930567,8.66312027,1147.829956,844.8239746,1992.650024,0.082422447,0.190279007
1370,,31.761361,-111.02392,BodyLocation,1.641849995,909.5700073,234.9400024,1.488100052,0,0.099462892,0.163992347,14.10849953,1996.380005,4663.029785,6659.410156,-0.104491573,0.185069993
1372,,31.76197525,-112.3789333,RandomLocation,1.276739955,517.5289917,94.89520264,0.655822992,0.206754009,0,0,14.10849953,2090.47998,6118.859863,8209.339844,0.017596216,0.119809002
1374,,31.76214866,-110.9398682,RandomLocation,2.631599903,1080.050049,331.7340088,1.381469965,0,0.01882587,0.186378178,14.10849953,2046.76001,4334.790039,6381.549805,0.051513535,0.215944007
1376,,31.76234982,-110.8684044,RandomLocation,12.33940029,1353.52002,356.8039856,5.114990234,0,0,0.159787431,14.10849953,1464.380005,2807.580078,4271.959961,-0.024487348,0.289903998
1378,Skeletal Remains,31.763,-111.9822,BodyLocation,25.85029984,817.1129761,180.6849976,10.16539955,0,0.190428565,0,14.10849953,2003.339966,991.9500122,2995.290039,-0.106616147,0.145180002
1380,Exposure,31.7631,-111.262999,BodyLocation,2.007989883,1085.640015,343.9859924,0.921142995,0,0,0.188355897,14.10849953,2001.199951,2357.090088,4358.290039,0.328759399,0.222678006
1382,Skeletal Remains,31.76335,-111.03598,BodyLocation,4.46201992,913.0369873,147.8829956,1.889770031,0.189051302,0,0,14.10849953,1970.75,3806.350098,5777.109863,-0.01673523,0.185069993
1384,Exposure,31.7634,-111.0229,BodyLocation,1.381000042,907.5650024,321.0289917,1.937129974,0,0.025025534,0.185407257,14.10849953,2104.800049,5706.950195,7811.75,-0.059004978,0.185069993
1386,Exposure,31.764,-112.1861,BodyLocation,0.462623,589.6450195,325.3210144,0.220032007,0,0.026847336,0.185087871,14.10849953,2080.449951,4050.659912,6131.109863,-0.12742535,0.127748996
1388,Undetermined,31.764317,-111.390167,BodyLocation,1.934470057,954.3400269,237.8800049,2.365479946,0,0.094501686,0.16561953,14.10849953,2084.590088,3987.060059,6071.649902,-0.012617794,0.187299997
1390,Skeletal Remains,31.76437,-111.61075,BodyLocation,22.84939957,1467.599976,261.0419922,13.01159954,0,0.06586003,0.174983303,8.215189934,1019.869995,261.8479919,1281.719971,-0.242069106,0.321114987
1392,,31.7645267,-110.0404617,RandomLocation,8.027600288,1400.890015,299.2399902,4.022830009,0,0.048024038,0.180804581,14.10849953,2025.089966,6154.629883,8179.720215,-0.185604104,0.193802997
1394,Skeletal Remains,31.76463,-112.01851,BodyLocation,0.426178008,641.8200073,346.7829895,0.214844003,0,0.011427007,0.187488074,14.10849953,2095.370117,2660.600098,4755.970215,0.412165634,0.138970003
1396,,31.76490221,-111.9923805,RandomLocation,0.534677029,661.9970093,257.2990112,0.269226015,0,0.074936536,0.171972828,12.99489975,2005.069946,3597.139893,5602.220215,0.013029869,0.145180002
1398,Skeletal Remains,31.765067,-111.625183,BodyLocation,0.895787001,1114.27002,291.243988,0.639892995,0,0.0484476,0.180647003,11.86610031,1794.420044,4365.069824,6159.47998,0.749478443,0.211502001
1400,,31.76529609,-111.3125846,RandomLocation,1.007619977,1025.589966,333.4349976,0.475829989,0,0.0152602,0.186920093,14.10849953,2022.939941,3142.639893,5165.589844,-0.113682826,0.205688998
1402,Undetermined,31.765734,-111.0313,BodyLocation,0.137397006,906.7520142,69.35469818,0.125183001,0.206406589,0,0,14.10849953,1973.670044,4917.120117,6890.790039,0.013937959,0.185069993
1404,,31.76631994,-110.1413543,RandomLocation,0.975847006,1254.420044,303.1570129,0.490601003,0,0.045421032,0.181634149,14.10849953,1989.170044,4701.339844,6690.509766,-0.064240454,0.184944004
1406,Skeletal Remains,31.767083,-112.2015,BodyLocation,0.598560989,583.4920044,331.0660095,0.347961009,0,0.023948032,0.185552101,14.10849953,2114.909912,2930.780029,5045.689941,-0.068942103,0.127748996
1408,Skeletal Remains,31.76753,-112.051033,BodyLocation,0.297042012,629.5930176,1.952880025,0.114014,0.033551299,0,0.125903073,14.10849953,2065.959961,2492.870117,4558.819824,0.191251116,0.134985
1410,,31.76793051,-110.671423,RandomLocation,1.562229991,1480.079956,157.7160034,0.746093988,0.186443382,0,0,14.10849953,2101.77002,2534.679932,4636.450195,-0.066404393,0.315104991
1412,Skeletal Remains,31.76873,-111.05405,BodyLocation,1.411309958,954.8549805,186.2169952,0.557677984,0,0.21126923,0,14.10849953,2116.919922,2051.060059,4167.97998,-0.068243491,0.185862005
1414,Exposure,31.76905,-111.96563,BodyLocation,0.641556978,659.1900024,28.56979942,0.3125,0.194634684,0,0,14.10849953,2107.719971,2796.939941,4904.669922,-0.021218965,0.145180002
1416,Exposure,31.769117,-111.069567,BodyLocation,6.672689915,973.6129761,222.2079926,4.274169922,0,0.124878068,0.153168051,14.10849953,1992.560059,3667.689941,5660.25,-0.109047668,0.185862005
1418,Gunshot Wound,31.76947,-111.0563,BodyLocation,0.530439973,952.684021,145.723999,0.650635004,0,0.070260685,0.173344702,14.10849953,2118.570068,5456.399902,7574.970215,-0.110709262,0.185862005
1420,Skeletal Remains,31.76985,-111.96225,BodyLocation,0.782652974,658.3140259,356.2330017,0.375488013,0,0,0.161163651,14.10849953,2028.359985,2394.51001,4422.870117,-0.033423072,0.145180002
1422,Exposure,31.769917,-111.051639,BodyLocation,4.550230026,955.0720215,30.74970055,2.724489927,0.196305389,0,0,14.10849953,2117.159912,3103.620117,5220.779785,-0.063479271,0.185862005
1424,Exposure,31.770409,-112.044186,BodyLocation,0.509267986,630.1160278,352.2579956,0.230957001,0,0,0.178697733,12.99489975,2078.439941,2468.969971,4547.410156,-0.058299129,0.134985
1426,Exposure,31.770866,-111.7045,BodyLocation,0.993771017,887.5219727,266.3760071,0.42553699,0,0.069024541,0.173928407,11.39410019,1417.030029,4301.149902,5718.180176,0.079076099,0.180405006
1428,,31.77171952,-109.6997807,RandomLocation,0.277139992,1285.930054,248.4830017,0.157226995,0,0.0812681,0.169867284,14.10849953,2034.650024,6018.52002,8053.169922,-0.089319663,0.176781997
1430,,31.77187502,-112.2714985,RandomLocation,0.204304993,544.9730225,290.5480042,0.090332001,0,0.050805499,0.179785568,2.012500048,256.0690002,886.6099854,1142.680054,-0.017619778,0.124259003
1432,Skeletal Remains,31.77237,-111.1197,BodyLocation,1.124570012,1048.949951,59.83000183,0.551024973,0.208226987,0,0,14.10849953,2077.22998,5497.080078,7574.310059,-0.115995035,0.191468
1434,Undetermined,31.77293,-111.80315,BodyLocation,0.617878973,767.2139893,259.3340149,0.365294993,0,0.079710643,0.170427385,14.10849953,2053.330078,5962.209961,8015.540039,-0.006230409,0.164636999
1436,Exposure,31.773414,-111.921584,BodyLocation,0.619637012,677.03302,287.1040039,0.332031012,0,0.047834254,0.180840497,14.10849953,2100.600098,6087.990234,8188.589844,-0.057627317,0.148158997
